[2020-06-16 17:32:13,261][ERROR][main] ================BV11A411q7X8视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:16,726][ERROR][main] ================BV1cv41167mN视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:16,817][ERROR][main] ================BV1cx411v7ci视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:16,902][ERROR][main] ================BV1cz411B7GQ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:16,989][ERROR][main] ================BV1cz411i7RL视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,084][ERROR][main] ================BV1cz4y1d7VS视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,169][ERROR][main] ================BV1d5411p7LP视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,272][ERROR][main] ================BV1d5411p7wV视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,364][ERROR][main] ================BV1d54y1D7HG视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,455][ERROR][main] ================BV1dA411b7Cu视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,547][ERROR][main] ================BV1dA411q76w视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,654][ERROR][main] ================BV1dA411q7Ld视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,743][ERROR][main] ================BV1dA411q7Rw视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,834][ERROR][main] ================BV1dA411q7Vh视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:17,921][ERROR][main] ================BV1dA411q7mt视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,017][ERROR][main] ================BV1dA411q7tw视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,107][ERROR][main] ================BV1dC4y1h7Ej视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,197][ERROR][main] ================BV1dC4y1h7Ev视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,289][ERROR][main] ================BV1dC4y1h7at视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,385][ERROR][main] ================BV1dK4y1t7jf视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,477][ERROR][main] ================BV1dT4y1E7Ct视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,566][ERROR][main] ================BV1dT4y1E7Kj视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,656][ERROR][main] ================BV1dT4y1E7te视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,749][ERROR][main] ================BV1dT4y1u781视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,841][ERROR][main] ================BV1dV411C74M视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:18,935][ERROR][main] ================BV1dV411C7Da视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,027][ERROR][main] ================BV1dV411C7Eo视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,114][ERROR][main] ================BV1dV411C7dz视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,202][ERROR][main] ================BV1dV411C7k9视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,290][ERROR][main] ================BV1dV411r7Xc视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,380][ERROR][main] ================BV1dZ4y1n71b视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,468][ERROR][main] ================BV1dZ4y1n7SJ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,557][ERROR][main] ================BV1dZ4y1n7mz视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,645][ERROR][main] ================BV1dZ4y1p7EM视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,736][ERROR][main] ================BV1df4y12772视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,824][ERROR][main] ================BV1df4y127uT视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:19,914][ERROR][main] ================BV1df4y127x5视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,005][ERROR][main] ================BV1dg4y1B7dd视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,095][ERROR][main] ================BV1dg4y1i7Fd视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,183][ERROR][main] ================BV1dg4y1i7af视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,282][ERROR][main] ================BV1dg4y1i7m9视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,382][ERROR][main] ================BV1di4y1s7qm视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,472][ERROR][main] ================BV1dk4y1B76o视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,570][ERROR][main] ================BV1dk4y1B78m视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,662][ERROR][main] ================BV1dk4y1B7dv视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,752][ERROR][main] ================BV1dk4y1B7ny视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,846][ERROR][main] ================BV1dp4y1S7Vx视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:20,934][ERROR][main] ================BV1dt4y1m7Fm视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,023][ERROR][main] ================BV1dv411q7gs视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,111][ERROR][main] ================BV1dv411z7cy视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,205][ERROR][main] ================BV1dz411q7xi视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,297][ERROR][main] ================BV1dz411v7NV视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,389][ERROR][main] ================BV1dz4y197EA视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,481][ERROR][main] ================BV1dz4y197GH视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,569][ERROR][main] ================BV1dz4y197h1视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,673][ERROR][main] ================BV1dz4y197zd视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,769][ERROR][main] ================BV1dz4y1X7Hv视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,863][ERROR][main] ================BV1e54y1Q7ZS视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:21,954][ERROR][main] ================BV1eA411q7C6视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,041][ERROR][main] ================BV1eA411q7MW视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,130][ERROR][main] ================BV1eA411q7Xa视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,224][ERROR][main] ================BV1eA411t7vT视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,313][ERROR][main] ================BV1eA411v78z视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,403][ERROR][main] ================BV1eA411v7NP视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,495][ERROR][main] ================BV1eA411v7TZ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,587][ERROR][main] ================BV1eA411v7pr视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,674][ERROR][main] ================BV1eA411v7z9视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,766][ERROR][main] ================BV1eD4y1D7Ax视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,857][ERROR][main] ================BV1eD4y1D7Zm视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:22,948][ERROR][main] ================BV1eD4y1D7mS视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,034][ERROR][main] ================BV1eK411p72o视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,123][ERROR][main] ================BV1eK411p73z视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,220][ERROR][main] ================BV1eK411p7ES视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,311][ERROR][main] ================BV1eK411p7d9视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,404][ERROR][main] ================BV1eK411p7iK视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,501][ERROR][main] ================BV1eK4y1x7ZB视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,590][ERROR][main] ================BV1eK4y1x7w5视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,678][ERROR][main] ================BV1eQ4y1P7Yo视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,768][ERROR][main] ================BV1eQ4y1P7bs视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,861][ERROR][main] ================BV1eQ4y1P7oL视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:23,953][ERROR][main] ================BV1eT4y1g7Yc视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,041][ERROR][main] ================BV1eV411C71X视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,132][ERROR][main] ================BV1eV411r7Qs视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,233][ERROR][main] ================BV1eV411r7SB视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,327][ERROR][main] ================BV1eV411r7WZ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,433][ERROR][main] ================BV1eV411r7ve视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,527][ERROR][main] ================BV1eZ4y1H7L4视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,621][ERROR][main] ================BV1eZ4y1H7Qh视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,712][ERROR][main] ================BV1eZ4y1H7U5视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,801][ERROR][main] ================BV1eZ4y1H7f8视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,891][ERROR][main] ================BV1eZ4y1W7D8视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:24,989][ERROR][main] ================BV1eZ4y1W7Pr视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,091][ERROR][main] ================BV1eZ4y1W7Uq视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,182][ERROR][main] ================BV1eZ4y1W7uv视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,275][ERROR][main] ================BV1eZ4y1W7wf视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,369][ERROR][main] ================BV1ea4y1v72f视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,458][ERROR][main] ================BV1ea4y1v72o视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,553][ERROR][main] ================BV1ea4y1v7Ho视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,646][ERROR][main] ================BV1ea4y1v7ce视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,734][ERROR][main] ================BV1ee411W7vx视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,821][ERROR][main] ================BV1ef4y127Jv视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:25,913][ERROR][main] ================BV1ef4y127pz视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,005][ERROR][main] ================BV1ef4y127qJ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,095][ERROR][main] ================BV1ef4y127sV视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,185][ERROR][main] ================BV1ef4y127vv视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,273][ERROR][main] ================BV1ef4y1y75R视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,373][ERROR][main] ================BV1eg4y1B7m6视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,463][ERROR][main] ================BV1eg4y1i7U8视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,551][ERROR][main] ================BV1eg4y1i7w9视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,649][ERROR][main] ================BV1ep4y1D7Go视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,743][ERROR][main] ================BV1ep4y1D7s1视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,860][ERROR][main] ================BV1ep4y1Q7Sy视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:26,952][ERROR][main] ================BV1es411D7sW视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,041][ERROR][main] ================BV1et4y1C7WP视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,135][ERROR][main] ================BV1et4y1y7VH视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,243][ERROR][main] ================BV1et4y1y7mr视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,341][ERROR][main] ================BV1ez411i72x视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,436][ERROR][main] ================BV1ez411i78g视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,522][ERROR][main] ================BV1ez411i7n2视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,611][ERROR][main] ================BV1ez4y19732视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,706][ERROR][main] ================BV1ez4y19748视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,808][ERROR][main] ================BV1ez4y1979Q视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,897][ERROR][main] ================BV1ez4y197RP视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:27,989][ERROR][main] ================BV1ez4y197p6视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:28,083][ERROR][main] ================BV1ez4y197xD视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:28,178][ERROR][main] ================BV1f5411W7JC视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:28,268][ERROR][main] ================BV1f5411p7HZ视频不存在================ (bilibiliVideo.java:89)
[2020-06-16 17:37:28,362][ERROR][main] ================BV1f5411p7fx视频不存在================ (bilibiliVideo.java:89)
